,sell_price,rent_price,net_area,gross_area,effi_ratio,layout,orit,view,desc,upd_dt,addr,blk_num,school,ttl_flt,occu_permit_dt,facilities,prop_val,ln_amt,int_rt,rpy_prd,inc_reqr
0,Price(HK$)68M,"Rent(HK$)63,000",736,,,2room(s),,,,18/05/2019, 100 CAINE ROAD,1Block, Nearby Kindergarten CENTRAL & WESTERN; Primary 11; Secondary CENTRAL & WESTERN,197Units,"16December,2016",,"$68,000,000","50%or$34,000,000",P*-3.0or2.375%,30Years(360Phase),"$317,317/Month"
0,Price(HK$)10.6M,"Rent(HK$)24,000",419,,,1room(s),,,,19/05/2019, 8 WUI CHEUNG ROAD,"5towers,(Tower1-5,Tower4isomitted)", Nearby Kindergarten YAU TSIM MONG; Primary 31; Secondary YAU TSIM MONG,576Units,"30September,2014",,"$10,600,000","50%or$5,300,000",P*-3.0or2.375%,30Years(360Phase),"$49,464/Month"
0,Price(HK$)4.8M,"Rent(HK$)11,000",441,584,76%,2room(s),,,,18/05/2019, 9 TIN LUNG ROAD,8Blocks, Nearby Kindergarten YUEN LONG; Primary 72; Secondary YUEN LONG,"2,264Units",,,"$4,800,000","60%or$2,880,000",P*-3.0or2.375%,30Years(360Phase),"$26,879/Month"
0,Price(HK$)22M,"Rent(HK$)43,000","1,492","1,900",79%,4room(s),East,"Bright&OpenView,Bright&OpenView,MountainView,MountainView",2CoveredCarpark,20/05/2019, 16 SUI WO ROAD,4, Nearby Kindergarten SHATIN; Primary 91; Secondary SHATIN,208Units,"25April,1984(Block1,3),10February,1984(Block2),16May,1983(Block4)",,"$22,000,000","50%or$11,000,000",P*-3.0or2.375%,30Years(360Phase),"$102,661/Month"
0,Price(HK$)15.5M,"Rent(HK$)32,500",453,633,72%,2room(s),,,,19/05/2019, 8 MINDEN AVENUE,1, Nearby Kindergarten YAU TSIM MONG; Primary 31; Secondary YAU TSIM MONG,262Units,"29May,2002",ClubHouse,"$15,500,000","50%or$7,750,000",P*-3.0or2.375%,30Years(360Phase),"$72,330/Month"
0,Price(HK$)23.4M,"Rent(HK$)60,000","1,607","2,085",77%,,,,,19/05/2019, 1 MA SHING PATH,"3Towers(Tower1,2,3)", Nearby Kindergarten TAI PO; Primary 84; Secondary TAI PO,79Units,"28January,2010",,"$23,400,000","50%or$11,700,000",P*-3.0or2.375%,30Years(360Phase),"$109,194/Month"
0,Price(HK$)5.88M,"Rent(HK$)13,000",460,,,1room(s),Southwest,,,18/05/2019, 68 KUNG UM ROAD,"9Towers(Tower1toTower10),Tower4isomitted", Nearby Kindergarten YUEN LONG; Primary 73; Secondary YUEN LONG,"1,620Units","30June,2014",,"$5,880,000","60%or$3,528,000",P*-3.0or2.375%,30Years(360Phase),"$32,926/Month"
0,Price(HK$)160M,"Rent(HK$)150,000","2,118","2,838",75%,2room(s),Northeast,"Bright&OpenView,ViewsoverlookingVictoriaHarbour",,19/05/2019, 1 MAY ROAD,, Nearby Kindergarten CENTRAL & WESTERN; Primary 11; Secondary CENTRAL & WESTERN,59Units,"14August,1997",,"$160,000,000","50%or$80,000,000",P*-3.0or2.375%,30Years(360Phase),"$746,628/Month"
0,Price(HK$)35M,"Rent(HK$)56,500","1,607","2,078",77%,,,,3CoveredCarpark,11/05/2019, 2 LOK KWAI PATH,, Nearby Kindergarten SHATIN; Primary 91; Secondary SHATIN,424Units,"12January,2006",,"$35,000,000","50%or$17,500,000",P*-3.0or2.375%,30Years(360Phase),"$163,325/Month"
0,Price(HK$)40M,"Rent(HK$)65,000","1,123","1,570",72%,2room(s),Northwest,"Bright&OpenView,Bright&OpenView",,16/05/2019, 18 HANOI ROAD,, Nearby Kindergarten YAU TSIM MONG; Primary 31; Secondary YAU TSIM MONG,345Units,"22January,2009",,"$40,001,000","50%or$20,000,500",P*-3.0or2.375%,30Years(360Phase),"$186,662/Month"
0,Price(HK$)6.56M,"Rent(HK$)16,000",485,610,80%,2room(s),,,,19/05/2019, 398 CASTLE PEAK ROAD TSUEN WAN,, Nearby Kindergarten TSUEN WAN; Primary 62; Secondary TSUEN WAN,"3,360Units","27March,1998(Block9-12),23December,1997(Block5-8),11April,1997(Block1-4)",,"$6,560,000","60%or$3,936,000",P*-3.0or2.375%,30Years(360Phase),"$36,734/Month"
0,Price(HK$)12.7M,"Rent(HK$)26,000",483,483,100%,2room(s),Southeast,Bright&OpenView,,19/05/2019, 1 SHEUNG FOO STREET,6Towers, Nearby Kindergarten KOWLOON CITY; Primary 34; Secondary KOWLOON CITY,561units,"30June,2017",,"$12,700,000","50%or$6,350,000",P*-3.0or2.375%,30Years(360Phase),"$59,264/Month"
0,Price(HK$)19.8M,"Rent(HK$)38,000",705,921,77%,3room(s),Northeast,"Bright&OpenView,SeaView,MountainView",,19/05/2019, 20 CONDUIT ROAD,1Block, Nearby Kindergarten CENTRAL & WESTERN; Primary 11; Secondary CENTRAL & WESTERN,108Units,"30July,1992",,"$19,800,000","50%or$9,900,000",P*-3.0or2.375%,30Years(360Phase),"$92,395/Month"
0,Price(HK$)5.8M,,623,815,76%,,,Bright&OpenView,,18/05/2019, 9 TIN LUNG ROAD,8Blocks, Nearby Kindergarten YUEN LONG; Primary 72; Secondary YUEN LONG,"2,264Units",,,"$5,800,000","60%or$3,480,000",P*-3.0or2.375%,30Years(360Phase),"$32,478/Month"
0,Price(HK$)5.55M,"Rent(HK$)13,000",443,603,73%,2room(s),Northeast,,,15/05/2019, 11 SHAP PAT HEUNG ROAD,Therearetotally12towers(Tower4isomitted), Nearby Kindergarten YUEN LONG; Primary 74; Secondary YUEN LONG,"2,580Units","04October,2013",Clubhouse,"$5,550,000","60%or$3,330,000",P*-3.0or2.375%,30Years(360Phase),"$31,078/Month"
0,Price(HK$)32M,"Rent(HK$)58,000",994,"1,290",77%,3room(s),West,"SeaView,GardenView","842FeetRoofTop,1CoveredCarpark",18/05/2019, 2 YIN PING ROAD,6Blocks, Nearby Kindergarten SHAM SHUI PO; Primary 40; Secondary SHAM SHUI PO,266Units,"16November,1998",,"$32,000,000","50%or$16,000,000",P*-3.0or2.375%,30Years(360Phase),"$149,326/Month"
0,Price(HK$)6.98M,"Rent(HK$)18,700",451,518,87%,2room(s),Southeast,GardenView,,15/05/2019, 22-26 WAI TSUEN ROAD,17, Nearby Kindergarten TSUEN WAN; Primary 62; Secondary TSUEN WAN,"4,000Units","21June,1985","Plaza,ShoppingMall,Bank,Market,Cinema,School","$6,980,000","60%or$4,188,000",P*-3.0or2.375%,30Years(360Phase),"$39,086/Month"
0,Price(HK$)20.3M,"Rent(HK$)38,000",692,918,75%,3room(s),East,MountainView,1CoveredCarpark,18/05/2019, 8 CONDUIT ROAD,2Blocks, Nearby Kindergarten CENTRAL & WESTERN; Primary 11; Secondary CENTRAL & WESTERN,186Units,"10June,1994",,"$20,300,000","50%or$10,150,000",P*-3.0or2.375%,30Years(360Phase),"$94,728/Month"
0,Price(HK$)18M,"Rent(HK$)35,000","1,022","1,365",75%,4room(s),Southwest,,,19/05/2019, 1 YEUNG UK ROAD,5, Nearby Kindergarten TSUEN WAN; Primary 62; Secondary TSUEN WAN,"1,466Units","16March,2007",,"$18,000,000","50%or$9,000,000",P*-3.0or2.375%,30Years(360Phase),"$83,996/Month"
0,Price(HK$)7M,"Rent(HK$)15,000",512,665,77%,,,,,20/05/2019, 18 PO YIP STREET,"3Blocks(Apartment),8Blocks(House)", Nearby Kindergarten YUEN LONG; Primary 74; Secondary YUEN LONG,337Units,"6January,2012",,"$7,000,000","60%or$4,200,000",P*-3.0or2.375%,30Years(360Phase),"$39,198/Month"
0,Price(HK$)8.6M,"Rent(HK$)20,000",384,493,78%,3room(s),,,,12/05/2019," 158-172 JAFFE ROAD, 20 FLEMING ROAD",1, Nearby Kindergarten WAN CHAI; Primary 12; Secondary WAN CHAI,86Units,"23January,1980",,"$8,600,000","58%or$5,000,000",P*-3.0or2.375%,30Years(360Phase),"$46,664/Month"
0,Price(HK$)6.3M,"Rent(HK$)13,000",533,708,75%,,,,,10/05/2019, 33 TIN KWAI ROAD,3Towers, Nearby Kindergarten YUEN LONG; Primary 72; Secondary YUEN LONG,"1,091Units","26January,2004","Featuredbyanexclusive25metersoutdoorswimmingpoolwithopticfibraembraced,theclubhousealsooffersvarietykindsoffacilitiesincludegolfarea,BBQcourt,360degreegymnasium,library,gamecentre,karaoke,etc.","$6,300,000","60%or$3,780,000",P*-3.0or2.375%,30Years(360Phase),"$35,278/Month"
0,Price(HK$)5.8M,"Rent(HK$)12,800",551,708,78%,3room(s),South,Bright&OpenView,,16/05/2019, 1 TIN WU ROAD,14Blocks, Nearby Kindergarten YUEN LONG; Primary 72; Secondary YUEN LONG,"3,472Units",,,"$5,800,000","60%or$3,480,000",P*-3.0or2.375%,30Years(360Phase),"$32,478/Month"
0,Price(HK$)9M,"Rent(HK$)23,000",774,966,80%,,,,,20/05/2019, 1 YING HO ROAD,"25towers,48houses", Nearby Kindergarten YUEN LONG; Primary 74; Secondary YUEN LONG,780Units,"06September,2013",,"$9,000,000","55%or$5,000,000",P*-3.0or2.375%,30Years(360Phase),"$46,664/Month"
0,Price(HK$)12M,"Rent(HK$)25,000",427,579,74%,1room(s),,,,14/05/2019, 38 HAVEN STREET,, Nearby Kindergarten WAN CHAI; Primary 12; Secondary WAN CHAI,190Units,"04June,2014",,"$12,000,000","50%or$6,000,000",P*-3.0or2.375%,30Years(360Phase),"$55,997/Month"
0,Price(HK$)25M,"Rent(HK$)46,000","1,173","1,345",87%,3room(s),Southwest,SeaView,,19/05/2019, 180 POK FU LAM ROAD,6, Nearby Kindergarten SOUTH; Primary 18; Secondary SOUTH,"1,120Units","12December,1979","PodiumGarden,ChildrenPlayground,SwimmingPool,RecreationFacilities","$25,000,000","50%or$12,500,000",P*-3.0or2.375%,30Years(360Phase),"$116,661/Month"
0,Price(HK$)12.5M,"Rent(HK$)23,000",693,901,77%,3room(s),Northwest,,,19/05/2019, 9 YUEN LUNG STREET,8, Nearby Kindergarten YUEN LONG; Primary 74; Secondary YUEN LONG,"1,890Units","15June,2010",,"$12,500,000","50%or$6,250,000",P*-3.0or2.375%,30Years(360Phase),"$58,330/Month"
0,Price(HK$)25M,"Rent(HK$)55,000",779,"1,116",70%,2room(s),North,ViewsoverlookingVictoriaHarbour,,15/05/2019, 22 JOHNSTON ROAD,1, Nearby Kindergarten WAN CHAI; Primary 12; Secondary WAN CHAI,94Units,"26March,2009","Recreationalfacilitiesconsistofbar,Wi-Ficorner,minisnackbar,multi-functionclub,gymnasium,outdoorswimmingpool,studyroom,sun-bathingdeck,BBQarea,starlightgarden,taichicourt,dartcorner,ManhattanTerrace,aroma&massageloft,herbsgarden,andJacuzzi.","$25,000,000","50%or$12,500,000",P*-3.0or2.375%,30Years(360Phase),"$116,661/Month"
0,Price(HK$)70.5M,"Rent(HK$)105,000","1,763","2,434",72%,4room(s),Southwest,PanoramicSeaView,,17/05/2019, 8 BEL-AIR PEAK AVENUE,, Nearby Kindergarten SOUTH; Primary 18; Secondary SOUTH,,"01August,2008",,"$70,500,000","50%or$35,250,000",P*-3.0or2.375%,30Years(360Phase),"$328,983/Month"
0,Price(HK$)24M,"Rent(HK$)45,000",748,"1,000",75%,1room(s),North,"Bright&OpenView,SeaView,ViewsoverlookingVictoriaHarbour,OverlookingMagnificentFireworks,FountainView",,09/05/2019, 1 HARBOUR ROAD,, Nearby Kindergarten WAN CHAI; Primary 12; Secondary WAN CHAI,609Units,"07March,1990",,"$24,000,000","50%or$12,000,000",P*-3.0or2.375%,30Years(360Phase),"$111,994/Month"
0,Price(HK$)30M,"Rent(HK$)50,000",978,,,3room(s),West,,Carpark,19/05/2019, 8 LA SALLE ROAD,1Block, Nearby Kindergarten KOWLOON CITY; Primary 34; Secondary KOWLOON CITY,56Units,"09July,2014",,"$30,000,000","50%or$15,000,000",P*-3.0or2.375%,30Years(360Phase),"$139,993/Month"
0,Price(HK$)5.6M,,450,599,75%,,Northeast,Bright&OpenView,,18/05/2019, 8 FUK HANG TSUEN ROAD,12, Nearby Kindergarten TUEN MUN; Primary 70; Secondary TUEN MUN,"1,576Units","14March,2005","Clubhouse,BanquetRoom,BowlingAlley,MovieRoom","$5,600,000","60%or$3,360,000",P*-3.0or2.375%,30Years(360Phase),"$31,358/Month"
0,Price(HK$)9.88M,,483,638,76%,2room(s),East,Bright&OpenView,,19/05/2019, 4 BABINGTON PATH,1Block, Nearby Kindergarten CENTRAL & WESTERN; Primary 11; Secondary CENTRAL & WESTERN,45Units,"1August,1991",,"$9,880,000","50%or$5,000,000",P*-3.0or2.375%,30Years(360Phase),"$46,664/Month"
0,Price(HK$)20.9M,,800,910,88%,3room(s),North,Bright&OpenView,1CoveredCarpark,19/05/2019, 128-130 KENNEDY ROAD,2, Nearby Kindergarten WAN CHAI; Primary 12; Secondary WAN CHAI,240Units,"01February,1978",Garden,"$20,900,000","50%or$10,450,000",P*-3.0or2.375%,30Years(360Phase),"$97,528/Month"
0,Price(HK$)17.2M,,848,,,2room(s),North,GardenView,,20/05/2019, 19 TONG YIN STREET,4Blocks, Nearby Kindergarten SAIKUNG; Primary 95; Secondary SAIKUNG,960units,"30June,2016",,"$17,200,000","50%or$8,600,000",P*-3.0or2.375%,30Years(360Phase),"$80,263/Month"
0,Price(HK$)8.5M,"Rent(HK$)18,800",821,,,3room(s),,,,15/05/2019, 68 KUNG UM ROAD,"9Towers(Tower1toTower10),Tower4isomitted", Nearby Kindergarten YUEN LONG; Primary 73; Secondary YUEN LONG,"1,620Units","30June,2014",,"$8,500,000","58%or$5,000,000",P*-3.0or2.375%,30Years(360Phase),"$46,664/Month"
0,Price(HK$)52M,"Rent(HK$)110,000","1,749","2,319",75%,4room(s),,,1Carpark,19/05/2019, 31 ROBINSON ROAD,1, Nearby Kindergarten CENTRAL & WESTERN; Primary 11; Secondary CENTRAL & WESTERN,84Units,"20December,2007",,"$52,000,000","50%or$26,000,000",P*-3.0or2.375%,30Years(360Phase),"$242,654/Month"
0,Price(HK$)5.38M,"Rent(HK$)14,000",473,592,80%,3room(s),,,,25/04/2019,,1,,128,04/02/1987,,"$5,380,000","60%or$3,228,000",P*-3.0or2.375%,30Years(360Phase),"$30,126/Month"
0,Price(HK$)16M,"Rent(HK$)35,000","1,110","1,390",80%,3room(s),,"Bright&OpenView,GardenView",,19/05/2019, 533 SAI SHA ROAD,, Nearby Kindergarten SHATIN; Primary 89; Secondary SHATIN,432Units,"07December,1998",,"$16,000,000","50%or$8,000,000",P*-3.0or2.375%,30Years(360Phase),"$74,663/Month"
0,Price(HK$)22.3M,"Rent(HK$)38,500","1,116","1,502",74%,3room(s),,"Bright&OpenView,GardenView,FountainView",978FeetRoofTop,19/05/2019, 5 FO CHUN ROAD,"18Towers,7Houses", Nearby Kindergarten TAI PO; Primary 84; Secondary TAI PO,482Units,"21September,2012",,"$22,300,000","50%or$11,150,000",P*-3.0or2.375%,30Years(360Phase),"$104,061/Month"
0,Price(HK$)5.35M,"Rent(HK$)14,500",173,,,,,"Bright&OpenView,SeaView,BuildingView",Balcony,14/05/2019, 62 SHANGHAI STREET,1Blocks, Nearby Kindergarten YAU TSIM MONG; Primary 31; Secondary YAU TSIM MONG,88Units,"17May,2017",,"$5,350,000","60%or$3,210,000",P*-3.0or2.375%,30Years(360Phase),"$29,958/Month"
0,Price(HK$)4.38M,"Rent(HK$)10,800",296,,,,Northeast,"GardenView,FountainView",,19/05/2019, 8 LEUNG TAK STREET,1Block, Nearby Kindergarten TUEN MUN; Primary 70; Secondary TUEN MUN,321Units,"19July,2018",,"$4,390,000","60%or$2,634,000",P*-3.0or2.375%,30Years(360Phase),"$24,583/Month"
0,Price(HK$)39M,"Rent(HK$)68,500","2,242","2,963",76%,4room(s),East,"Bright&OpenView,MountainView,GardenView",,18/05/2019, 8 TUNG LO WAN HILL ROAD,Block, Nearby Kindergarten SHATIN; Primary 88; Secondary SHATIN,114Units,"15June,2007","SwimmingPool,Gymnasium,BanquetRoom","$39,000,000","50%or$19,500,000",P*-3.0or2.375%,30Years(360Phase),"$181,991/Month"
0,Price(HK$)11.5M,"Rent(HK$)28,000",567,715,79%,1room(s),North,Bright&OpenView,,18/05/2019, 1 BRAEMAR HILL ROAD,14, Nearby Kindergarten EAST; Primary 14; Secondary EAST,809Units,"08April,1991","SwimmingPool,SaunaRoom,Jacuzzi,Gymnasium,SnookerRoom,TableTennisRoom,BasketballCourt,SquashCourt,TennisCourt,Restaurant,RestRoom,Multi-functionMeetingRoom,BanquetRoom,ChildrenCentre,InternetCorner,Library,PianoRoom,MusicRoom,PaintingRoom,BalletRoom,AerobicRoom","$11,500,000","50%or$5,750,000",P*-3.0or2.375%,30Years(360Phase),"$53,664/Month"
0,Price(HK$)6.38M,,505,657,77%,,,,,08/05/2019, 88 FUNG CHEUNG ROAD,2Towers, Nearby Kindergarten YUEN LONG; Primary 74; Secondary YUEN LONG,352units,"07March,2014",,"$6,380,000","60%or$3,828,000",P*-3.0or2.375%,30Years(360Phase),"$35,726/Month"
0,Price(HK$)34M,"Rent(HK$)63,000","1,902","3,149",60%,,,"Bright&OpenView,Bright&OpenView,PanoramicSeaView,PanoramicSeaView","RoofTop,2CoveredCarpark,Garage,Garage",13/05/2019, 23 SAM MUN TSAI ROAD,Phase1, Nearby Kindergarten TAI PO; Primary 84; Secondary TAI PO,535units,"30July,2002",,"$34,000,000","50%or$17,000,000",P*-3.0or2.375%,30Years(360Phase),"$158,659/Month"
0,Price(HK$)8.4M,"Rent(HK$)17,000",475,621,76%,,North,GardenView,,19/05/2019, 83 TUEN MUN HEUNG SZE WUI ROAD,4Towers, Nearby Kindergarten TUEN MUN; Primary 71; Secondary TUEN MUN,"1,080Units","31December,2012",,"$8,400,000","59%or$5,000,000",P*-3.0or2.375%,30Years(360Phase),"$46,664/Month"
0,Price(HK$)30.8M,"Rent(HK$)58,000","1,812","3,201",57%,,,,"Terrace,Garden,RoofTop,CoveredCarpark,Balcony",17/05/2019," 28,33 KWU TUNG ROAD",132Blocks(House), Nearby Kindergarten NORTH; Primary 80; Secondary NORTH,132Units,"30December,2009",,"$30,800,000","50%or$15,400,000",P*-3.0or2.375%,30Years(360Phase),"$143,726/Month"
0,Price(HK$)16M,"Rent(HK$)36,000",764,998,77%,3room(s),North,,,19/05/2019, 2 CALDECOTT ROAD,2, Nearby Kindergarten SHAM SHUI PO; Primary 40; Secondary SHAM SHUI PO,88Units,"01November,2004",,"$16,000,000","50%or$8,000,000",P*-3.0or2.375%,30Years(360Phase),"$74,663/Month"
0,Price(HK$)13.8M,"Rent(HK$)30,000",758,"1,000",76%,3room(s),North,Bright&OpenView,1Carpark,19/05/2019," 303,309 PRINCE EDWARD ROAD WEST",2Blocks, Nearby Kindergarten KOWLOON CITY; Primary 34; Secondary KOWLOON CITY,72Units,"Phase1：18,April1972,Phase2：15,Feburary1972",,"$13,800,000","50%or$6,900,000",P*-3.0or2.375%,30Years(360Phase),"$64,397/Month"
0,Price(HK$)11.6M,"Rent(HK$)26,000",713,,,4room(s),South,"Bright&OpenView,SeaView,OverlookingMagnificentFireworks,FountainView,SeaView",,01/04/2019, 48 WING SHUN STREET,7Blocks, Nearby Kindergarten TSUEN WAN; Primary 62; Secondary TSUEN WAN,"1,717Units","19September,2014",,"$11,600,000","50%or$5,800,000",P*-3.0or2.375%,30Years(360Phase),"$54,131/Month"
0,Price(HK$)95M,"Rent(HK$)138,000","2,237","3,305",68%,6room(s),Northeast,Bright&OpenView,"169FeetTerrace,844FeetRoofTop,1CoveredCarpark",19/05/2019, 1-99 KING'S PARK HILL ROAD,, Nearby Kindergarten YAU TSIM MONG; Primary 31; Secondary YAU TSIM MONG,128Units,"26January,2000",,"$95,000,000","50%or$47,500,000",P*-3.0or2.375%,30Years(360Phase),"$443,311/Month"
0,Price(HK$)27M,"Rent(HK$)45,000","1,241",,,4room(s),,"Bright&OpenView,SeaView,MountainView,GardenView,FountainView",,19/05/2019, 21 FO CHUN ROAD,"Total21,9Towers,5Lowise,5House", Nearby Kindergarten TAI PO; Primary 84; Secondary TAI PO,545Units,"10June,2015",,"$27,000,000","50%or$13,500,000",P*-3.0or2.375%,30Years(360Phase),"$125,994/Month"
0,Price(HK$)27M,"Rent(HK$)42,000",794,983,81%,3room(s),Southeast,GardenView,"343FeetGarden,1CoveredCarpark",19/05/2019, 1 AUSTIN ROAD WEST,, Nearby Kindergarten YAU TSIM MONG; Primary 31; Secondary YAU TSIM MONG,"1,288Units","23November,2000(Block5-7),30September,2000(Block1-3)",,"$27,000,000","50%or$13,500,000",P*-3.0or2.375%,30Years(360Phase),"$125,994/Month"
0,Price(HK$)22.5M,"Rent(HK$)45,000","1,279","1,727",74%,,Northwest,,,18/05/2019, 18 PO YIP STREET,"3Blocks(Apartment),8Blocks(House)", Nearby Kindergarten YUEN LONG; Primary 74; Secondary YUEN LONG,337Units,"6January,2012",,"$22,500,000","50%or$11,250,000",P*-3.0or2.375%,30Years(360Phase),"$104,995/Month"
0,Price(HK$)15M,"Rent(HK$)35,000",645,877,74%,2room(s),Northeast,OverlookingSportsField,,11/05/2019, 60 JOHNSTON ROAD,1, Nearby Kindergarten WAN CHAI; Primary 12; Secondary WAN CHAI,381Units,"31August,2007","Clubhouse(5Storeys)includingOutdoorHeatedSwimmingPool,GameRoom,Gymnasium,SaunaRoom,ChangingRoom,Gardent,TableTennisRoom","$15,000,000","50%or$7,500,000",P*-3.0or2.375%,30Years(360Phase),"$69,996/Month"
0,Price(HK$)93M,"Rent(HK$)110,000","2,218","2,850",78%,3room(s),Northeast,"Bright&OpenView,SeaView",1FeetBalcony,16/05/2019, 5-7 MAY ROAD,2Blocks, Nearby Kindergarten CENTRAL & WESTERN; Primary 11; Secondary CENTRAL & WESTERN,79Units,"24March,1975(BlockI),12March,1992(BlockII)",,"$93,000,000","50%or$46,500,000",P*-3.0or2.375%,30Years(360Phase),"$433,978/Month"
0,Price(HK$)40M,"Rent(HK$)55,000","1,352","1,701",79%,4room(s),East,"Bright&OpenView,BuildingView","83FeetGarden,40FeetBalcony",19/05/2019, 8 ALNWICK ROAD,1, Nearby Kindergarten KOWLOON CITY; Primary 41; Secondary KOWLOON CITY,31Units,"23November,2012",,"$40,000,000","50%or$20,000,000",P*-3.0or2.375%,30Years(360Phase),"$186,657/Month"
0,Price(HK$)30M,,981,"1,274",77%,3room(s),East,Bright&OpenView,"849FeetRoofTop,1CoveredCarpark",18/05/2019, 81 BROADCAST DRIVE,"3Towers(Tower1,2,3)", Nearby Kindergarten KOWLOON CITY; Primary 41; Secondary KOWLOON CITY,103Units,"28April,2011","OutdoorSwimmingPool,Gymnasium,SportRoom,SpaRoom,Sauna,Lounge,ReadingRoom,Multi-functionRoom","$30,000,000","50%or$15,000,000",P*-3.0or2.375%,30Years(360Phase),"$139,993/Month"
0,Price(HK$)22.5M,,682,850,80%,2room(s),Northeast,BuildingView,,19/05/2019, 9 STAR STREET,2, Nearby Kindergarten CENTRAL & WESTERN; Primary 12; Secondary CENTRAL & WESTERN,329Units,"08November,1999","PodiumGarden,OutdoorSwimmingPool,OutdoorCoveredChildrenPlayground,Table-TennisRoom,GolfPracticeRoom,Clubhouse,Sauna,Gymnasium,Carpark","$22,500,000","50%or$11,250,000",P*-3.0or2.375%,30Years(360Phase),"$104,995/Month"
0,Price(HK$)5.88M,,548,705,78%,3room(s),East,GardenView,,18/05/2019, 8 TIN SHUI ROAD,6Blocks, Nearby Kindergarten YUEN LONG; Primary 72; Secondary YUEN LONG,"1,536Units",,,"$5,880,000","60%or$3,528,000",P*-3.0or2.375%,30Years(360Phase),"$32,926/Month"
0,Price(HK$)4.68M,"Rent(HK$)12,000",251,,,,,,,19/05/2019, 18 CASTLE PEAK ROAD TAM MEI,12Blocks, Nearby Kindergarten YUEN LONG; Primary 74; Secondary YUEN LONG,683Units,"28March,2017",,"$4,680,000","60%or$2,808,000",P*-3.0or2.375%,30Years(360Phase),"$26,207/Month"
0,Price(HK$)26.5M,"Rent(HK$)57,000",915,"1,183",77%,3room(s),Northwest,PanoramicSeaView,,17/05/2019, 37A CADOGAN STREET,1Block, Nearby Kindergarten CENTRAL & WESTERN; Primary 11; Secondary CENTRAL & WESTERN,197Units,"08August,2014",,"$26,500,000","50%or$13,250,000",P*-3.0or2.375%,30Years(360Phase),"$123,660/Month"
0,Price(HK$)36M,"Rent(HK$)53,000","1,489","1,873",79%,4room(s),Southeast,Bright&OpenView,1Carpark,19/05/2019, 8 ALNWICK ROAD,1, Nearby Kindergarten KOWLOON CITY; Primary 41; Secondary KOWLOON CITY,31Units,"23November,2012",,"$36,000,000","50%or$18,000,000",P*-3.0or2.375%,30Years(360Phase),"$167,991/Month"
0,Price(HK$)11M,"Rent(HK$)24,000",614,757,81%,,Northeast,Bright&OpenView,,18/05/2019, 18A SOUTH HORIZON DRIVE,34, Nearby Kindergarten SOUTH; Primary 18; Secondary SOUTH,"9,812Units","28March,1995(Block25-28,32,33,33A),19December,1994(Block29-31),02February,1994(Block19,20,22,23,23A),20December,1993(Block17,18,21),27July,1993(Block13A,15,16),30October,1992(Block7-13),31March,1992(Block6),22November,1991(Block1-5)","ClubHouse,IndoorHeatedSwimmingPool,Jacuzzi,Gymnasium,SquashCourt,BasketballCourt,BadmintonCourt,DancingRoom,GameRoom,OutdoorSwimmingPool,TennisCourt,ChildrenPlayground","$11,000,000","50%or$5,500,000",P*-3.0or2.375%,30Years(360Phase),"$51,331/Month"
0,Price(HK$)25.5M,"Rent(HK$)50,000","1,378","1,760",78%,3room(s),Northeast,"PanoramicSeaView,PanoramicSeaView",,19/05/2019, 12 TUNG CHUNG WATERFRONT ROAD,5, Nearby Kindergarten ISLAND; Primary 98; Secondary ISLAND,"2,022Units","12September,2002",,"$25,500,000","50%or$12,750,000",P*-3.0or2.375%,30Years(360Phase),"$118,994/Month"
0,Price(HK$)48M,"Rent(HK$)72,000","1,234","1,557",79%,3room(s),Southeast,,"62FeetTerrace,83FeetGarden",19/05/2019, 1 BROADCAST DRIVE,"6towers(Tower1toTower7,Tower4omitted)", Nearby Kindergarten KOWLOON CITY; Primary 41; Secondary KOWLOON CITY,120Units,"28December,2011",,"$48,000,000","50%or$24,000,000",P*-3.0or2.375%,30Years(360Phase),"$223,989/Month"
